,precio,distrito,tamaño,ParcelID,CoorX,CoorY
115,,1,2,368,4080,3024
116,,1,1,376,4176,3408
117,,1,1,377,4176,2912
118,,1,1,381,4068,3208
119,,1,1,382,4068,3112
120,,1,0,385,4068,3172
121,,1,0,386,4068,3156
122,,1,0,398,4204,2886
123,,1,0,402,4192,3432
124,,1,0,404,4160,3400
125,,1,0,405,4160,2928
126,,1,0,407,4216,2874
127,,1,0,412,4068,3232
128,,1,0,413,4068,3096
129,,1,0,414,4208,3448
130,,1,0,416,4144,3384
131,,1,0,417,4144,2944
132,,1,0,428,4068,3248
133,,1,0,429,4068,3080
134,,1,0,437,4192,2886
135,,1,0,440,4068,3264
136,,1,0,441,4068,3064
137,,1,0,443,4204,2874
138,,1,0,449,4216,2862
139,,1,0,453,4160,3416
140,,1,0,454,4160,2912
141,,1,0,455,4176,3432
142,,1,0,457,4144,3400
143,,1,0,458,4144,2928
144,,1,0,461,4192,3448
145,,1,0,466,4068,3280
146,,1,0,467,4068,3048
147,,1,0,472,4208,3464
148,,1,0,482,4192,2874
149,,1,0,491,4068,3296
150,,1,0,492,4068,3032
151,,1,0,497,4216,2850
152,,1,0,503,4160,3432
153,,1,0,505,4144,3416
154,,1,0,506,4144,2912
155,,1,0,509,4176,3448
156,,1,0,512,4068,3308
157,,1,0,513,4068,3020
158,,1,0,516,4192,3464
159,,1,0,519,4192,2862
160,,1,0,523,4208,3480
161,,1,0,525,4204,2850
162,,1,0,531,4160,2886
163,,1,0,533,4216,2838
164,,1,0,541,4160,3448
165,,1,2,544,4080,3344
166,,1,2,545,4080,2928
167,,1,0,548,4176,3464
168,,1,0,552,4192,2850
169,,1,0,558,4068,3340
170,,1,0,559,4068,2988
171,,1,0,562,4160,2874
172,,1,0,563,4204,2838
173,,1,1,565,4136,3432
174,,1,1,570,4012,3188
175,,1,1,571,4012,3132
176,,1,0,575,4208,3496
177,,1,0,577,4216,2826
178,,1,0,580,4020,3232
179,,1,0,581,4020,3096
180,,1,1,584,4012,3208
181,,1,1,585,4012,3112
182,,1,0,587,4068,3352
183,,1,0,588,4068,2976
184,,1,0,593,4020,3248
185,,1,0,594,4020,3080
186,,1,0,597,4160,3464
187,,1,0,598,4192,2838
188,,1,0,600,4160,2862
189,,1,0,602,4176,3480
190,,1,0,604,4020,3264
191,,1,0,605,4204,2826
192,,1,1,606,4128,2882
193,,1,0,616,4068,3368
194,,1,0,617,4068,2960
195,,1,0,618,4192,3496
196,,1,0,619,4008,3096
197,,1,0,622,4008,3080
198,,1,0,625,4004,3232
199,,1,0,626,4208,3512
200,,1,1,628,4112,3432
201,,1,0,629,4192,2826
202,,1,1,631,4136,3456
203,,1,1,634,3992,3188
204,,1,1,635,3992,3132
205,,1,0,637,4160,2850
206,,1,1,639,4012,3280
207,,1,0,643,4004,3248
208,,1,0,645,4160,3480
209,,1,1,646,3992,3208
210,,1,1,647,3992,3112
211,,1,0,649,4068,3384
212,,1,0,650,4068,2944
213,,1,0,658,4176,3496
214,,1,0,661,4004,3264
215,,1,1,666,4128,2862
216,,1,0,668,4192,3512
217,,1,0,669,3992,3232
218,,1,0,670,3992,3096
219,,1,1,673,4012,3304
220,,1,0,674,4160,2838
221,,1,2,677,3996,3004
222,,1,0,680,3992,3248
223,,1,0,681,3992,3080
224,,1,0,683,4068,3400
225,,1,0,684,4068,2928
226,,1,0,692,4160,3496
227,,1,0,693,3992,3264
228,,1,1,701,4088,3432
229,,1,1,704,3992,3280
230,,1,0,705,4176,3512
231,,1,1,708,4136,3480
232,,1,1,711,4200,3528
233,,1,1,712,4200,2792
234,,1,0,713,4160,2826
235,,1,1,715,3968,3188
236,,1,1,716,3968,3132
237,,1,1,717,4088,2882
238,,1,1,719,4108,2862
239,,1,0,722,4068,3416
240,,1,0,723,4068,2912
241,,1,0,725,3976,3232
242,,1,0,726,3976,3096
243,,1,1,728,4128,2842
244,,1,1,730,3968,3208
245,,1,1,731,3968,3112
246,,1,0,742,3976,3248
247,,1,0,743,3976,3080
248,,1,1,746,3992,3304
249,,1,0,765,4160,3512
250,,1,0,766,3976,3264
251,,1,1,772,4068,3432
252,,1,1,778,4176,3528
253,,1,1,779,4176,2792
254,,1,1,781,4088,3456
255,,1,1,785,4112,3480
256,,1,1,786,4088,2862
257,,1,2,788,3996,3328
258,,1,1,789,4068,2882
259,,1,0,790,3960,3232
260,,1,0,791,3960,3096
261,,1,1,792,4108,2842
262,,1,1,797,3968,3280
263,,1,1,800,4136,3504
264,,1,1,801,4128,2822
265,,1,0,802,3960,3248
266,,1,0,803,3960,3080
267,,1,2,805,3996,2936
268,,1,2,819,3960,3004
269,,1,1,821,4200,3552
270,,1,1,822,4200,2768
271,,1,1,825,3944,3188
272,,1,1,826,3944,3132
273,,1,0,829,3960,3264
274,,1,0,834,4160,3528
275,,1,0,835,4160,2800
276,,1,1,838,3944,3208
277,,1,1,839,3944,3112
278,,1,1,843,3968,3304
279,,1,1,850,4068,3456
280,,1,1,852,4068,2862
281,,1,0,857,3944,3232
282,,1,0,858,3944,3096
283,,1,1,861,4088,2842
284,,1,1,869,4088,3480
285,,1,1,870,4108,2822
286,,1,0,873,3944,3248
287,,1,0,874,3944,3080
288,,1,0,877,4144,3528
289,,1,0,878,4144,2800
290,,1,1,883,4112,3504
291,,1,1,886,4176,3552
292,,1,1,887,4176,2768
293,,1,0,889,3944,3264
294,,1,0,892,4160,3544
295,,1,0,893,4160,2784
296,,1,1,897,3944,3280
297,,1,1,902,3920,3188
298,,1,1,903,3920,3132
299,,1,0,906,3928,3232
300,,1,0,907,3928,3096
301,,1,1,910,3920,3208
302,,1,1,911,3920,3112
303,,1,2,914,3960,3328
304,,1,1,918,4200,3576
305,,1,1,919,4200,2744
306,,1,1,925,3944,3304
307,,1,1,928,4068,3480
308,,1,1,929,4088,2822
309,,1,0,932,3928,3248
310,,1,0,933,3928,3080
311,,1,0,937,4144,3544
312,,1,0,938,4144,2784
313,,1,2,941,3960,2936
314,,1,0,947,3928,3264
315,,1,1,953,4088,3504
316,,1,0,958,4160,3560
317,,1,0,959,4160,2768
318,,1,0,965,4112,3528
319,,1,0,966,4112,2800
320,,1,2,968,3996,3400
321,,1,2,970,3920,3004
322,,1,0,982,3912,3232
323,,1,0,983,3912,3096
324,,1,1,988,3920,3280
325,,1,1,991,4176,3576
326,,1,1,992,4176,2744
327,,1,1,998,4068,2822
328,,1,2,1000,3996,2864
329,,1,0,1003,3912,3248
330,,1,0,1004,3912,3080
331,,1,0,1012,4144,3560
332,,1,0,1013,4144,2768
333,,1,1,1020,3896,3188
334,,1,1,1021,3896,3132
335,,1,0,1024,3912,3264
336,,1,0,1031,4096,3528
337,,1,0,1032,4096,2800
338,,1,1,1034,4068,3504
339,,1,1,1044,3896,3208
340,,1,1,1045,3896,3112
341,,1,0,1050,4160,3576
342,,1,0,1053,4112,3544
343,,1,1,1062,4200,3600
344,,1,1,1063,4200,2720
345,,1,0,1074,3896,3232
346,,1,0,1075,3896,3096
347,,1,0,1084,3896,3248
348,,1,0,1085,3896,3080
349,,1,0,1088,4080,3528
350,,1,0,1089,4080,2800
351,,1,0,1092,4144,3576
352,,1,0,1093,4144,2752
353,,1,0,1095,3896,3264
354,,1,2,1097,3920,3328
355,,1,0,1102,4096,3544
356,,1,0,1103,4096,2784
357,,1,1,1110,3896,3280
358,,1,2,1117,3920,2936
359,,1,0,1119,4112,3560
360,,1,0,1120,4112,2768
361,,1,0,1125,4160,3592
362,,1,0,1126,4160,2736
363,,1,1,1129,4176,3600
364,,1,1,1130,4176,2720
365,,1,0,1136,4068,3528
366,,1,0,1137,4068,2800
367,,1,1,1146,3896,3304
368,,1,0,1151,4208,3624
369,,1,0,1152,4208,2704
370,,1,2,1160,3960,2864
371,,1,0,1167,4080,3544
372,,1,0,1168,4080,2784
373,,1,2,1176,3880,3004
374,,1,0,1184,4144,3592
375,,1,0,1185,4144,2736
376,,1,0,1189,4096,3560
377,,1,0,1190,4096,2768
378,,1,0,1192,3880,3272
379,,1,0,1205,4192,3624
380,,1,0,1206,4192,2704
381,,1,0,1210,4112,3576
382,,1,0,1211,4112,2752
383,,1,0,1214,4068,3544
384,,1,0,1215,4068,2784
385,,1,0,1223,3880,3288
386,,1,0,1226,4160,3608
387,,1,0,1227,4160,2720
388,,1,0,1239,3880,3304
389,,1,0,1246,4080,3560
390,,1,0,1247,4080,2768
391,,1,0,1258,4208,3640
392,,1,2,1261,3996,3472
393,,1,0,1268,4176,3624
394,,1,0,1269,4176,2704
395,,1,0,1278,4096,3576
396,,1,0,1279,4096,2752
397,,1,0,1282,4144,3608
398,,1,0,1283,4144,2720
399,,1,0,1297,4068,3560
400,,1,0,1298,4068,2768
401,,1,2,1300,3880,3328
402,,1,0,1303,4112,3592
403,,1,0,1304,4112,2736
404,,1,0,1307,4192,3640
405,,1,0,1308,4192,2688
406,,1,2,1316,3996,2788
407,,1,0,1320,4160,3624
408,,1,0,1321,4160,2704
409,,1,2,1324,3880,2936
410,,1,0,1337,4080,3576
411,,1,0,1338,4080,2752
412,,1,2,1348,3920,2864
413,,1,0,1355,4208,3656
414,,1,0,1356,4208,2672
415,,1,0,1359,4176,3640
416,,1,0,1360,4176,2688
417,,1,0,1363,4096,3592
418,,1,0,1364,4096,2736
419,,1,0,1387,4068,3576
420,,1,0,1388,4068,2752
421,,1,0,1394,3904,3408
422,,1,0,1398,4112,3608
423,,1,0,1399,4112,2720
424,,1,0,1405,3896,3400
425,,1,0,1414,4192,3656
426,,1,0,1415,4192,2672
427,,1,1,1418,4136,3624
428,,1,1,1419,4136,2696
429,,1,0,1430,4160,3640
430,,1,0,1431,4160,2688
431,,1,2,1434,3960,3472
432,,1,0,1439,4080,3592
433,,1,0,1440,4080,2736
434,,1,0,1450,3904,3424
435,,1,0,1463,4096,3608
436,,1,0,1464,4096,2720
437,,1,0,1466,3896,3416
438,,1,0,1469,3832,3280
439,,1,0,1470,3832,3048
440,,1,0,1473,4176,3656
441,,1,0,1474,4176,2672
442,,1,0,1477,4208,3672
443,,1,0,1478,4208,2656
444,,1,0,1482,3888,3408
445,,1,0,1487,4068,3592
446,,1,0,1488,4068,2736
447,,1,2,1490,3960,2788
448,,1,0,1498,3896,2904
449,,1,0,1501,3832,3296
450,,1,0,1502,3832,3032
451,,1,0,1506,3880,3400
452,,1,0,1508,3888,2912
453,,1,1,1515,4112,3624
454,,1,1,1516,4112,2696
455,,1,0,1523,3832,3312
456,,1,0,1524,3832,3016
457,,1,0,1531,4080,3608
458,,1,0,1532,4080,2720
459,,1,0,1535,4192,3672
460,,1,0,1536,4192,2656
461,,1,0,1539,4160,3656
462,,1,0,1540,4160,2672
463,,1,0,1554,3904,2880
464,,1,2,1561,3792,3188
465,,1,2,1562,3792,3084
466,,1,0,1572,3832,3328
467,,1,0,1573,3832,3000
468,,1,0,1577,3888,2896
469,,1,1,1581,4136,3648
470,,1,1,1582,4136,2672
471,,1,0,1587,4068,3608
472,,1,0,1588,4068,2720
473,,1,0,1596,4176,2656
474,,1,0,1599,4208,3688
475,,1,0,1600,4208,2640
476,,1,0,1605,3832,3344
477,,1,0,1606,3832,2984
478,,1,1,1615,4088,3624
479,,1,1,1616,4088,2696
480,,1,0,1618,3904,2864
481,,1,0,1622,3896,2872
482,,1,2,1624,3920,3472
483,,1,0,1626,3888,2880
484,,1,2,1633,3996,3544
485,,1,2,1635,3792,3256
486,,1,0,1638,3832,3360
487,,1,0,1639,3832,2968
488,,1,0,1642,4160,3672
489,,1,0,1643,4160,2656
490,,1,0,1646,4192,3688
491,,1,0,1647,4192,2640
492,,1,2,1651,3792,3008
493,,1,1,1659,4112,3648
494,,1,2,1662,3996,2720
495,,1,2,1667,3920,2788
496,,1,0,1670,3832,3376
497,,1,0,1671,3832,2952
498,,1,1,1676,4068,3624
499,,1,1,1677,4068,2696
500,,1,0,1680,3888,2864
501,,1,0,1683,4176,3688
502,,1,0,1684,4176,2640
503,,1,0,1689,4208,3704
504,,1,0,1690,4208,2624
505,,1,0,1692,3904,3488
506,,1,0,1699,3832,3392
507,,1,0,1700,3832,2936
508,,1,1,1703,4136,3672
509,,1,1,1704,4136,2648
510,,1,0,1709,4160,3688
511,,1,0,1710,4160,2640
512,,1,0,1713,4192,3704
513,,1,0,1714,4192,2624
514,,1,1,1718,4088,2672
515,,1,0,1728,3904,3504
516,,1,0,1730,3896,3496
517,,1,2,1732,3792,3328
518,,1,2,1735,3752,3188
519,,1,0,1738,3888,3488
520,,1,2,1739,3960,3544
521,,1,0,1746,4176,3704
522,,1,0,1747,4176,2624
523,,1,1,1753,4112,3672
524,,1,1,1754,4112,2648
525,,1,2,1756,3960,2720
526,,1,1,1760,4068,3648
527,,1,1,1761,4068,2672
528,,1,1,1764,4208,3720
529,,1,1,1765,4208,2600
530,,1,0,1768,3904,3520
531,,1,0,1770,3896,3512
532,,1,0,1772,3888,3504
533,,1,2,1774,3752,3256
534,,1,0,1776,3880,3496
535,,1,0,1779,4160,3704
536,,1,0,1780,4160,2624
537,,1,2,1782,3752,3008
538,,1,2,1784,3880,2788
539,,1,1,1789,4136,3696
540,,1,1,1790,4136,2624
541,,1,1,1793,4184,3720
542,,1,1,1794,4184,2600
543,,1,1,1797,4088,3672
544,,1,1,1798,4088,2648
545,,1,0,1800,3896,3528
546,,1,0,1802,3888,3520
547,,1,0,1806,3880,3512
548,,1,2,1811,3920,3544
549,,1,1,1818,4112,3696
550,,1,1,1819,4112,2624
551,,1,2,1824,3716,3188
552,,1,2,1825,3716,3084
553,,1,1,1828,4160,3720
554,,1,1,1829,4160,2600
555,,1,1,1832,4068,3672
556,,1,1,1833,4068,2648
557,,1,2,1838,3792,3400
558,,1,2,1840,3752,3328
559,,1,0,1842,3880,3528
560,,1,1,1845,4208,3744
561,,1,1,1846,4208,2576
562,,1,2,1848,3920,2720
563,,1,2,1852,3996,3612
564,,1,2,1854,3792,2864
565,,1,2,1856,3752,2936
566,,1,2,1864,3716,3256
567,,1,1,1868,4136,2600
568,,1,1,1871,4088,3696
569,,1,1,1872,4088,2624
570,,1,2,1874,3716,3008
571,,1,1,1877,4184,3744
572,,1,1,1878,4184,2576
573,,1,2,1885,3996,2648
574,,1,0,1888,3832,3496
575,,1,0,1889,3832,2832
576,,1,1,1904,4068,3696
577,,1,1,1905,4068,2624
578,,1,1,1907,4112,3720
579,,1,1,1908,4112,2600
580,,1,2,1910,3880,3544
581,,1,1,1914,4160,3744
582,,1,1,1915,4160,2576
583,,1,0,1922,3832,3512
584,,1,0,1923,3832,2816
585,,1,2,1924,3960,3612
586,,1,1,1927,4208,3768
587,,1,1,1928,4208,2552
588,,1,2,1935,3880,2720
589,,1,2,1939,3716,3328
590,,1,2,1941,3752,3400
591,,1,2,1953,3716,2936
592,,1,2,1957,3752,2864
593,,1,1,1959,4088,3720
594,,1,1,1962,4136,3744
595,,1,1,1963,4136,2576
596,,1,0,1966,3832,3528
597,,1,0,1967,3832,2800
598,,1,2,1968,3960,2648
599,,1,2,1976,3792,3472
600,,1,1,1979,4184,3768
601,,1,1,1980,4184,2552
602,,1,2,1992,3792,2792
603,,1,1,1994,4068,3720
604,,1,0,2000,3832,3544
605,,1,0,2001,3832,2784
606,,1,1,2005,4112,3744
607,,1,0,2011,3668,3188
608,,1,0,2012,3668,3140
609,,1,0,2015,3668,3200
610,,1,0,2016,3668,3128
611,,1,0,2023,3668,3216
612,,1,0,2024,3668,3112
613,,1,1,2028,4160,2552
614,,1,1,2031,4208,3788
615,,1,2,2035,3920,3612
616,,1,0,2038,3668,3232
617,,1,0,2039,3668,3096
618,,1,0,2048,3668,3248
619,,1,0,2049,3668,3080
620,,1,0,2059,3668,3264
621,,1,0,2060,3668,3064
622,,1,0,2063,3832,3560
623,,1,0,2064,3832,2768
624,,1,0,2070,3656,3188
625,,1,0,2071,3656,3140
626,,1,0,2074,3656,3200
627,,1,0,2075,3656,3128
628,,1,0,2078,3668,3280
629,,1,0,2079,3668,3048
630,,1,2,2081,3716,3400
631,,1,1,2083,4088,3744
632,,1,1,2084,4088,2576
633,,1,0,2089,3656,3216
634,,1,0,2090,3656,3112
635,,1,1,2093,4184,3788
636,,1,1,2094,4184,2532
637,,1,1,2098,4136,3768
638,,1,1,2099,4136,2552
639,,1,2,2100,3920,2648
640,,1,0,2101,3896,2704
641,,1,0,2104,3656,3232
642,,1,0,2105,3656,3096
643,,1,0,2107,3904,2696
644,,1,0,2113,3668,3296
645,,1,0,2114,3668,3032
646,,1,2,2116,3716,2864
647,,1,0,2120,3656,3248
648,,1,0,2121,3656,3080
649,,1,0,2126,3656,3264
650,,1,0,2127,3656,3064
651,,1,0,2130,3668,3312
652,,1,0,2131,3668,3016
653,,1,0,2134,3832,3576
654,,1,0,2135,3832,2752
655,,1,2,2138,3752,3472
656,,1,0,2141,3656,3280
657,,1,0,2142,3656,3048
658,,1,1,2144,4068,3744
659,,1,1,2145,4068,2576
660,,1,0,2150,3668,3328
661,,1,0,2151,3668,3000
662,,1,1,2154,4160,3788
663,,1,1,2155,4160,2532
664,,1,0,2156,3880,2704
665,,1,1,2158,4112,3768
666,,1,1,2159,4112,2552
667,,1,0,2162,3656,3296
668,,1,0,2163,3656,3032
669,,1,0,2164,3888,2696
670,,1,2,2168,3996,3688
671,,1,2,2170,3752,2792
672,,1,0,2172,3896,2688
673,,1,0,2178,3668,3344
674,,1,0,2179,3668,2984
675,,1,0,2181,3904,2680
676,,1,0,2185,3656,3312
677,,1,0,2186,3656,3016
678,,1,2,2187,3880,3612
679,,1,0,2193,3832,3592
680,,1,0,2194,3832,2736
681,,1,0,2201,3668,3360
682,,1,0,2202,3668,2968
683,,1,0,2205,3656,3328
684,,1,0,2206,3656,3000
685,,1,2,2207,3996,2576
686,,1,1,2211,4136,3788
687,,1,1,2212,4136,2532
688,,1,1,2219,4088,3768
689,,1,1,2220,4088,2552
690,,1,0,2221,3880,2688
691,,1,0,2226,3656,3344
692,,1,0,2227,3656,2984
693,,1,2,2229,3792,3544
694,,1,0,2230,3888,2680
695,,1,0,2234,3668,3376
696,,1,0,2235,3668,2952
697,,1,0,2246,3904,2664
698,,1,0,2249,3656,3360
699,,1,0,2250,3656,2968
700,,1,2,2252,3792,2720
701,,1,0,2257,3832,3608
702,,1,0,2258,3832,2720
703,,1,0,2261,3668,3392
704,,1,0,2262,3668,2936
705,,1,1,2270,4112,3788
706,,1,1,2271,4112,2532
707,,1,2,2273,3960,3688
708,,1,1,2276,4068,3768
709,,1,1,2277,4068,2552
710,,1,3,2283,3584,3188
711,,1,3,2284,3584,3116
712,,1,0,2287,3656,3376
713,,1,0,2288,3656,2952
714,,1,2,2290,3716,3472
715,,1,0,2297,3880,2672
716,,1,0,2300,3668,3408
717,,1,0,2301,3668,2920
718,,1,0,2302,3888,2664
719,,1,3,2305,3584,3224
720,,1,3,2306,3584,3080
721,,1,2,2310,3716,2792
722,,1,2,2311,3960,2576
723,,1,0,2316,3656,3392
724,,1,0,2317,3656,2936
725,,1,0,2328,3832,3624
726,,1,0,2329,3832,2704
727,,1,1,2333,4088,3788
728,,1,1,2334,4088,2532
729,,1,0,2337,3668,3424
730,,1,0,2338,3668,2904
731,,1,3,2340,3584,3264
732,,1,3,2341,3584,3040
733,,1,0,2350,3656,3408
734,,1,0,2351,3656,2920
735,,1,0,2354,3904,3688
736,,1,0,2360,3668,3440
737,,1,0,2361,3668,2888
738,,1,3,2367,3584,3304
739,,1,3,2368,3584,3000
740,,1,2,2370,3752,3544
741,,1,1,2373,4068,3788
742,,1,1,2374,4068,2532
743,,1,0,2377,3656,3424
744,,1,0,2378,3656,2904
745,,1,0,2381,3832,3640
746,,1,0,2382,3832,2688
747,,1,2,2388,3920,3688
748,,1,0,2390,3888,3688
749,,1,0,2395,3668,3456
750,,1,0,2396,3668,2872
751,,1,0,2398,3896,3696
752,,1,0,2401,3656,3440
753,,1,0,2402,3656,2888
754,,1,0,2406,3904,3704
755,,1,2,2407,3920,2576
756,,1,3,2410,3584,2960
757,,1,0,2417,3668,3472
758,,1,0,2418,3668,2856
759,,1,0,2425,3832,3656
760,,1,0,2426,3832,2672
761,,1,0,2432,3656,3456
762,,1,0,2433,3656,2872
763,,1,0,2446,3888,3704
764,,1,3,2454,4152,3844
765,,1,0,2459,3668,3488
766,,1,0,2460,3668,2840
767,,1,0,2465,3656,3472
768,,1,0,2466,3656,2856
769,,1,0,2470,3904,3720
770,,1,3,2472,4144,2460
771,,1,2,2474,3792,3616
772,,1,3,2478,3584,3384
773,,1,3,2479,3584,2920
774,,1,2,2481,3716,3544
775,,1,2,2486,3996,3760
776,,1,2,2490,3792,2648
777,,1,0,2492,3904,2600
778,,1,0,2495,3656,3488
779,,1,0,2496,3656,2840
780,,1,2,2500,3716,2720
781,,1,0,2506,3888,3720
782,,1,0,2512,3896,3728
783,,1,2,2519,3996,2504
784,,1,0,2521,3904,3736
785,,1,1,2524,3656,3504
786,,1,1,2525,3656,2816
787,,1,3,2535,3584,3424
788,,1,3,2536,3584,2880
789,,1,0,2544,3896,2592
790,,1,3,2547,3512,3188
791,,1,3,2548,3512,3116
792,,1,0,2551,3668,3528
793,,1,0,2552,3668,2800
794,,1,0,2560,3904,2584
795,,1,3,2563,3512,3224
796,,1,3,2564,3512,3080
797,,1,0,2566,4184,3880
798,,1,0,2570,3888,3736
799,,1,2,2572,3960,3760
800,,1,0,2578,3896,3744
801,,1,2,2581,3752,3616
802,,1,3,2583,4080,3844
803,,1,3,2587,3512,3264
804,,1,3,2588,3512,3040
805,,1,0,2596,4168,3880
806,,1,0,2601,3656,3528
807,,1,0,2602,3656,2800
808,,1,0,2605,3668,3544
809,,1,0,2606,3668,2784
810,,1,0,2612,3888,2584
811,,1,2,2617,3960,2504
812,,1,1,2622,3632,3504
813,,1,1,2623,3632,2816
814,,1,0,2627,3896,2576
815,,1,2,2629,3752,2648
816,,1,3,2634,4064,2460
817,,1,0,2638,4152,3880
818,,1,3,2641,3584,3464
819,,1,3,2642,3584,2840
820,,1,3,2646,3512,3304
821,,1,3,2647,3512,3000
822,,1,0,2663,3656,3544
823,,1,0,2664,3656,2784
824,,1,0,2669,3668,3560
825,,1,0,2670,3668,2768
826,,1,3,2672,4144,2424
827,,1,0,2682,4136,3880
828,,1,0,2684,3880,2576
829,,1,2,2694,3920,3760
830,,1,3,2696,3512,3344
831,,1,3,2697,3512,2960
832,,1,0,2702,3656,3560
833,,1,0,2703,3656,2768
834,,1,0,2709,4120,3880
835,,1,0,2712,3668,3576
836,,1,0,2713,3668,2752
837,,1,1,2723,3608,3504
838,,1,1,2724,3608,2816
839,,1,2,2729,3716,3616
840,,1,2,2733,3920,2504
841,,1,0,2739,4104,3880
842,,1,0,2757,3656,2752
843,,1,2,2760,3716,2648
844,,1,2,2762,3792,3688
845,,1,0,2767,3668,3592
846,,1,0,2768,3668,2736
847,,1,3,2770,3512,3384
848,,1,3,2771,3512,2920
849,,1,3,2781,4008,3844
850,,1,0,2786,4088,3880
851,,1,2,2800,3792,2576
852,,1,0,2808,4184,2408
853,,1,0,2811,3656,3592
854,,1,0,2812,3656,2736
855,,1,3,2816,3992,2460
856,,1,3,2821,3584,3528
857,,1,3,2822,3584,2776
858,,1,2,2824,3880,3760
859,,1,0,2829,3668,3608
860,,1,0,2830,3668,2720
861,,1,0,2834,4072,3880
862,,1,1,2839,3584,3504
863,,1,1,2840,3584,2816
864,,1,0,2848,4168,2408
865,,1,3,2852,4064,2424
866,,1,3,2854,3512,3424
867,,1,3,2855,3512,2880
868,,1,2,2863,3880,2504
869,,1,0,2867,4056,3880
870,,1,0,2879,3656,3608
871,,1,0,2880,3656,2720
872,,1,0,2884,3832,2568
873,,1,0,2889,4152,2408
874,,1,3,2892,3440,3188
875,,1,3,2893,3440,3116
876,,1,0,2896,3668,3624
877,,1,0,2897,3668,2704
878,,1,3,2905,3440,3224
879,,1,3,2906,3440,3080
880,,1,2,2913,3752,3688
881,,1,0,2915,4040,3880
882,,1,0,2918,3832,3768
883,,1,0,2922,4136,2408
884,,1,3,2929,3440,3264
885,,1,3,2930,3440,3040
886,,1,1,2937,3560,3504
887,,1,1,2938,3560,2816
888,,1,0,2942,3656,3624
889,,1,0,2943,3656,2704
890,,1,2,2947,3752,2576
