,precio,distrito,tamaño,BazaarID,CoorX,CoorY,ParcelID,Geo
94,4000.0,1,1,152966,3536,2604,4058,"[3536, 2604]"
95,1111.0,1,1,150111,3620,2500,4260,"[3620, 2500]"
96,300.0,1,0,153835,3256,3280,4304,"[3256, 3280]"
97,350.0,1,0,149187,3256,3000,4378,"[3256, 3000]"
98,350.0,1,0,151059,3240,3248,4387,"[3240, 3248]"
99,280.0,1,0,151344,3240,3264,4407,"[3240, 3264]"
100,349.0,1,0,151494,3240,3264,4407,"[3240, 3264]"
101,399.0,1,0,149193,3256,2984,4415,"[3256, 2984]"
102,249.0,1,0,155922,3256,2952,4504,"[3256, 2952]"
103,470.0,1,1,149469,3280,3456,4539,"[3280, 3456]"
104,499.0,1,0,152022,3256,3408,4597,"[3256, 3408]"
105,600.0,1,1,151867,3280,3480,4639,"[3280, 3480]"
106,249.0,1,0,155921,3240,2952,4650,"[3240, 2952]"
107,295.0,1,0,157603,3256,3456,4764,"[3256, 3456]"
108,300.0,1,0,156468,3192,3140,4776,"[3192, 3140]"
109,259.99,1,0,156168,3792,2344,4796,"[3792, 2344]"
110,800.0,1,0,150447,3192,3216,4798,"[3192, 3216]"
111,690.0,1,0,154790,3192,3232,4809,"[3192, 3232]"
112,274.99,1,0,157841,3256,2840,4899,"[3256, 2840]"
113,9690.0,1,2,151334,3488,3784,5008,"[3488, 3784]"
114,288.0,1,0,156485,3240,2840,5028,"[3240, 2840]"
115,250.0,1,0,150940,3224,3456,5039,"[3224, 3456]"
116,297.0,1,0,156264,3808,2312,5045,"[3808, 2312]"
117,139.0,1,0,156016,3776,2328,5047,"[3776, 2328]"
118,650.0,1,0,153943,3176,3328,5094,"[3176, 3328]"
119,450.0,1,1,150671,3424,2560,5139,"[3424, 2560]"
120,2500.0,1,3,156081,3224,2776,5153,"[3224, 2776]"
121,1000.0,1,0,151788,3176,3360,5158,"[3176, 3360]"
122,399.0,1,0,150690,3176,2968,5159,"[3176, 2968]"
123,350.0,1,0,149581,3224,2840,5166,"[3224, 2840]"
124,850.0,1,1,151048,3560,2440,5193,"[3560, 2440]"
125,1000.0,1,1,151251,3464,2516,5203,"[3464, 2516]"
126,299.0,1,0,156008,3176,2936,5266,"[3176, 2936]"
127,369.0,1,0,150741,3192,2888,5272,"[3192, 2888]"
128,4999.0,1,2,149991,3448,3784,5289,"[3448, 3784]"
129,2490.0,1,2,154137,4072,2152,5343,"[4072, 2152]"
130,180.0,3,0,157637,3128,3128,5382,"[3128, 3128]"
131,150.0,1,0,152781,3744,2312,5414,"[3744, 2312]"
132,700.0,1,1,157675,3424,2516,5506,"[3424, 2516]"
133,250.0,1,0,150974,4160,4184,5538,"[4160, 4184]"
134,749.0,1,1,154779,3200,2792,5547,"[3200, 2792]"
135,222.0,1,0,150233,3716,2312,5564,"[3716, 2312]"
136,3000.0,1,2,149595,3488,3856,5622,"[3488, 3856]"
137,1999.0,1,3,149608,3856,4096,5694,"[3856, 4096]"
138,2788.9999999999995,1,3,150163,3856,4096,5694,"[3856, 4096]"
139,600.0,1,1,151523,3960,4136,5703,"[3960, 4136]"
140,180.0,3,0,156476,3152,2832,5793,"[3152, 2832]"
141,450.0,1,1,150773,3520,2400,5798,"[3520, 2400]"
142,700.0,1,1,154520,3520,2400,5798,"[3520, 2400]"
143,700.0,1,1,157134,3464,2440,5817,"[3464, 2440]"
144,375.0,3,1,154329,3128,2864,5823,"[3128, 2864]"
145,499.0,3,1,149417,3056,3096,5941,"[3056, 3096]"
146,180.0,2,1,157545,3056,3272,5979,"[3056, 3272]"
147,288.0,1,1,155874,4096,4208,6008,"[4096, 4208]"
148,410.0,2,1,151628,3056,3344,6084,"[3056, 3344]"
149,700.0,1,1,157133,3464,2400,6106,"[3464, 2400]"
150,288.0,1,1,155873,4040,4208,6185,"[4040, 4208]"
151,270.0,1,0,157270,3592,2312,6193,"[3592, 2312]"
152,194.0,3,0,149941,3152,2704,6308,"[3152, 2704]"
153,499.0,1,0,152706,3176,3668,6335,"[3176, 3668]"
154,315.0,3,1,150268,3128,2720,6350,"[3128, 2720]"
155,288.0,1,1,155872,3984,4208,6357,"[3984, 4208]"
156,370.0,3,1,153528,3056,2848,6403,"[3056, 2848]"
157,330.0,2,1,152170,3056,3496,6473,"[3056, 3496]"
158,150.0,2,0,157495,2984,3200,6502,"[2984, 3200]"
159,169.0,3,0,150365,2984,3128,6503,"[2984, 3128]"
160,3968.9999999999995,1,2,151517,3752,2152,6563,"[3752, 2152]"
161,1550.0,3,2,156221,3016,2840,6581,"[3016, 2840]"
162,2420.0,1,2,151335,3716,2152,6719,"[3716, 2152]"
163,2275.0,3,3,149645,3080,2660,6754,"[3080, 2660]"
164,280.0,3,1,157406,2984,2840,6909,"[2984, 2840]"
165,700.0,1,1,149325,3344,2376,6955,"[3344, 2376]"
166,250.0,3,0,149628,2920,3128,6967,"[2920, 3128]"
167,143.0,3,0,155563,3152,2536,7161,"[3152, 2536]"
168,550.0,1,1,156525,3296,2376,7288,"[3296, 2376]"
169,349.0,3,1,149553,2984,2744,7308,"[2984, 2744]"
170,599.0,1,1,152450,3352,3992,7320,"[3352, 3992]"
171,790.0,1,1,153870,3352,3992,7320,"[3352, 3992]"
172,145.0,1,0,155879,3744,4216,7335,"[3744, 4216]"
173,145.0,3,0,157080,2880,3088,7351,"[2880, 3088]"
174,285.0,2,1,156757,2984,3600,7432,"[2984, 3600]"
175,500.0,1,1,156075,3400,4048,7561,"[3400, 4048]"
176,148.0,3,0,153992,2856,3140,7569,"[2856, 3140]"
177,175.0,5,0,150261,4064,1984,7624,"[4064, 1984]"
178,330.0,3,1,152175,2856,3008,7668,"[2856, 3008]"
179,330.0,3,1,152200,2856,2984,7714,"[2856, 2984]"
180,330.0,3,1,152163,2880,2888,7728,"[2880, 2888]"
181,340.0,2,1,150450,2880,3456,7791,"[2880, 3456]"
182,700.0,1,1,150118,3272,2328,7910,"[3272, 2328]"
183,2100.0,5,2,149574,3792,2000,8094,"[3792, 2000]"
184,200.0,1,0,153605,3392,4104,8165,"[3392, 4104]"
185,295.0,5,1,152557,4000,1944,8301,"[4000, 1944]"
186,169.0,3,0,157693,2880,2736,8360,"[2880, 2736]"
187,400.0,14,0,152379,3668,4272,8427,"[3668, 4272]"
188,175.0,14,0,151134,4056,4404,8452,"[4056, 4404]"
189,250.0,3,0,149275,2944,2604,8507,"[2944, 2604]"
190,160.0,14,0,152319,3992,4392,8519,"[3992, 4392]"
191,180.0,14,0,150309,3976,4392,8572,"[3976, 4392]"
192,290.0,3,0,151187,2968,2520,8854,"[2968, 2520]"
193,399.0,3,0,151284,2968,2520,8854,"[2968, 2520]"
194,325.0,3,0,156951,2904,2588,8953,"[2904, 2588]"
195,200.0,14,0,149575,3668,4328,9116,"[3668, 4328]"
196,315.0,3,1,150355,3128,2304,9210,"[3128, 2304]"
197,320.0,3,1,151626,3128,2304,9210,"[3128, 2304]"
198,170.0,14,0,153301,4008,4452,9263,"[4008, 4452]"
199,169.0,14,0,150360,4088,4480,9376,"[4088, 4480]"
200,2650.0,2,2,149183,3008,3912,9403,"[3008, 3912]"
201,380.0,14,1,152352,3944,4452,9539,"[3944, 4452]"
202,380.0,14,1,150316,3924,4452,9607,"[3924, 4452]"
203,588.0,1,1,156917,3184,2216,9624,"[3184, 2216]"
204,229.0,1,0,149949,3168,2232,9653,"[3168, 2232]"
205,150.0,5,0,151888,4096,1818,9781,"[4096, 1818]"
206,139.0,5,0,154598,4096,1818,9781,"[4096, 1818]"
207,159.0,1,0,150814,3264,4184,9877,"[3264, 4184]"
208,190.0,5,0,150034,3592,1968,9898,"[3592, 1968]"
209,289.0,1,0,156232,3232,4168,9922,"[3232, 4168]"
210,138.0,3,0,154793,2880,2456,10043,"[2880, 2456]"
211,369.69,1,0,154195,3184,4152,10116,"[3184, 4152]"
212,500.0,5,1,151556,3640,1924,10152,"[3640, 1924]"
213,249.99,1,0,152259,3216,4200,10397,"[3216, 4200]"
214,375.0,3,1,149606,2880,2400,10427,"[2880, 2400]"
215,340.0,3,1,150170,2856,2424,10452,"[2856, 2424]"
216,339.0,3,1,150458,2856,2424,10452,"[2856, 2424]"
217,1988.0,3,2,149920,3016,2232,10479,"[3016, 2232]"
218,130.0,5,0,154876,3872,1818,10571,"[3872, 1818]"
219,150.0,3,0,152831,2560,2992,10582,"[2560, 2992]"
220,333.0,1,0,149238,3168,2136,10630,"[3168, 2136]"
221,154.0,5,0,151377,3840,1818,10675,"[3840, 1818]"
222,154.0,14,0,151371,3480,4376,10701,"[3480, 4376]"
223,200.0,1,0,149551,3184,4216,10752,"[3184, 4216]"
224,330.0,1,0,149998,3184,4216,10752,"[3184, 4216]"
225,330.0,3,1,150147,2984,2256,10756,"[2984, 2256]"
226,190.0,5,0,150269,3400,1984,10798,"[3400, 1984]"
227,154.0,5,0,151373,3432,1968,10799,"[3432, 1968]"
228,180.0,1,0,152638,3168,4216,10859,"[3168, 4216]"
229,220.0,3,0,150320,2760,2480,10910,"[2760, 2480]"
230,159.0,5,0,150865,3400,1968,10967,"[3400, 1968]"
231,150.0,5,0,155463,3384,1968,11045,"[3384, 1968]"
232,185.0,14,0,149760,3400,4376,11133,"[3400, 4376]"
233,155.0,14,0,152808,3448,4404,11192,"[3448, 4404]"
234,315.0,3,1,150394,3056,2144,11236,"[3056, 2144]"
235,174.0,3,0,150642,2672,2544,11247,"[2672, 2544]"
236,145.0,3,0,154096,2968,2216,11273,"[2968, 2216]"
237,250.0,5,1,149360,3544,1868,11292,"[3544, 1868]"
238,160.0,4,0,153427,3136,2080,11394,"[3136, 2080]"
239,140.0,14,0,152820,3352,4376,11413,"[3352, 4376]"
240,175.0,2,0,150260,2440,3248,11628,"[2440, 3248]"
241,139.0,2,0,153897,2440,3248,11628,"[2440, 3248]"
242,2600.0,3,3,156982,2528,2660,11646,"[2528, 2660]"
243,160.0,14,0,152449,3336,4392,11730,"[3336, 4392]"
244,165.0,3,0,151104,2440,3000,11737,"[2440, 3000]"
245,185.0,4,0,153601,3120,2052,11832,"[3120, 2052]"
246,165.0,2,0,151001,2448,3416,11835,"[2448, 3416]"
247,1600.0,14,2,157306,4136,4640,11879,"[4136, 4640]"
248,315.0,5,1,154688,3304,1924,11995,"[3304, 1924]"
249,450.0,2,0,151047,2392,3232,12102,"[2392, 3232]"
250,159.0,5,0,151176,3528,1818,12116,"[3528, 1818]"
251,450.0,2,0,151046,2392,3248,12123,"[2392, 3248]"
252,450.0,3,0,151045,2392,3056,12160,"[2392, 3056]"
253,144.0,14,0,154947,3240,4376,12163,"[3240, 4376]"
254,450.0,2,0,151044,2392,3296,12190,"[2392, 3296]"
255,165.0,5,0,150970,3176,1984,12222,"[3176, 1984]"
256,450.0,3,0,151043,2392,2992,12262,"[2392, 2992]"
257,495.0,3,0,151675,2392,2992,12262,"[2392, 2992]"
258,555.0,3,0,157094,2392,2992,12262,"[2392, 2992]"
259,220.0,2,0,150350,2376,3168,12284,"[2376, 3168]"
260,139.0,3,0,154764,2456,2744,12344,"[2456, 2744]"
261,3000.0,3,3,149794,2456,2660,12395,"[2456, 2660]"
262,155.0,3,0,152717,2920,2144,12421,"[2920, 2144]"
263,150.0,14,0,152930,3256,4404,12427,"[3256, 4404]"
264,315.0,5,1,154687,3376,1848,12560,"[3376, 1848]"
265,480.0,4,1,156124,3144,1968,12576,"[3144, 1968]"
266,150.0,3,0,151262,2760,2256,12710,"[2760, 2256]"
267,158.0,3,0,151365,2760,2256,12710,"[2760, 2256]"
268,188.0,2,0,151386,2344,3360,12851,"[2344, 3360]"
269,189.0,3,0,150167,2376,2816,12941,"[2376, 2816]"
270,185.0,2,0,149752,2860,4184,12957,"[2860, 4184]"
271,380.0,4,1,156126,3096,1968,12967,"[3096, 1968]"
272,1850.0,5,2,156629,3488,1744,12976,"[3488, 1744]"
273,165.0,3,0,150409,2328,2992,12988,"[2328, 2992]"
274,155.0,4,0,150918,2926,2088,12989,"[2926, 2088]"
275,145.0,3,0,155087,2312,3080,13048,"[2312, 3080]"
276,240.0,5,1,149355,4168,1576,13114,"[4168, 1576]"
277,185.0,2,0,151676,2472,3768,13168,"[2472, 3768]"
278,148.0,15,0,154665,3096,4376,13238,"[3096, 4376]"
279,370.0,3,1,149956,2272,3096,13484,"[2272, 3096]"
280,1950.0,2,3,150048,2528,3920,13519,"[2528, 3920]"
281,140.0,2,0,157398,2344,3568,13559,"[2344, 3568]"
282,150.0,3,0,151874,2472,2496,13639,"[2472, 2496]"
283,142.0,15,0,157238,3096,4404,13646,"[3096, 4404]"
284,300.0,3,1,153424,2248,3120,13760,"[2248, 3120]"
285,340.0,4,1,156127,3000,1968,13779,"[3000, 1968]"
286,370.0,4,1,156130,3000,1968,13779,"[3000, 1968]"
287,320.0,4,1,152507,2852,2072,13794,"[2852, 2072]"
288,144.0,5,0,154950,4072,1560,13801,"[4072, 1560]"
289,399.0,2,1,149611,2240,3256,13910,"[2240, 3256]"
290,153.0,5,0,151441,4024,1560,13968,"[4024, 1560]"
291,1800.0,3,3,154221,2528,2328,14022,"[2528, 2328]"
292,330.0,4,1,151030,3144,1848,14244,"[3144, 1848]"
293,319.0,14,1,150683,3448,4616,14289,"[3448, 4616]"
294,270.0,2,1,157300,2264,3536,14330,"[2264, 3536]"
295,285.0,4,1,155366,3096,1868,14333,"[3096, 1868]"
296,190.0,2,0,149558,2576,4048,14353,"[2576, 4048]"
297,199.0,2,0,149335,2488,3952,14443,"[2488, 3952]"
298,445.0,14,0,157470,4072,4808,14522,"[4072, 4808]"
299,300.0,2,1,157559,2192,3280,14531,"[2192, 3280]"
300,140.0,14,0,154551,4152,4824,14558,"[4152, 4824]"
301,270.0,2,1,157299,2240,3536,14644,"[2240, 3536]"
302,2088.0,2,2,152151,2576,4064,14688,"[2576, 4064]"
303,156.0,2,0,154056,2460,3944,14695,"[2460, 3944]"
304,172.0,2,0,156355,2460,3944,14695,"[2460, 3944]"
305,6201.0,5,2,150635,3408,1668,14721,"[3408, 1668]"
306,666.0,3,0,150566,2392,2472,14764,"[2392, 2472]"
307,330.0,2,1,152195,2240,3560,14767,"[2240, 3560]"
308,350.0,14,1,151145,3424,4640,14856,"[3424, 4640]"
309,666.0,3,0,151322,2392,2456,14877,"[2392, 2456]"
310,270.0,2,1,157298,2216,3536,14946,"[2216, 3536]"
311,159.0,3,0,150821,2488,2320,14948,"[2488, 2320]"
312,500.0,3,1,155871,2200,2832,14964,"[2200, 2832]"
313,6209.999999999999,5,2,150628,3368,1668,14974,"[3368, 1668]"
314,138.0,2,0,154789,2328,3784,14981,"[2328, 3784]"
315,140.0,14,0,153733,4104,4840,15028,"[4104, 4840]"
316,350.0,4,1,149252,3000,1868,15156,"[3000, 1868]"
317,494.0,14,0,157126,3880,4808,15266,"[3880, 4808]"
318,850.0,2,0,153241,2392,3920,15275,"[2392, 3920]"
319,280.0,3,1,157122,2368,2432,15286,"[2368, 2432]"
320,160.0,2,0,151569,2576,4136,15299,"[2576, 4136]"
321,549.0,3,1,149186,2128,3144,15308,"[2128, 3144]"
322,159.0,3,0,152613,2184,2816,15313,"[2184, 2816]"
323,142.0,3,0,154111,2184,2816,15313,"[2184, 2816]"
324,175.0,15,0,150184,2888,4392,15324,"[2888, 4392]"
325,250.0,15,0,149221,2872,4392,15453,"[2872, 4392]"
326,310.0,3,1,153425,2576,2168,15465,"[2576, 2168]"
327,175.0,15,0,150187,2888,4404,15480,"[2888, 4404]"
328,165.0,14,0,150797,3928,4840,15650,"[3928, 4840]"
329,196.0,5,0,151367,3994,1474,15656,"[3994, 1474]"
330,319.0,15,1,150687,2640,4232,15681,"[2640, 4232]"
331,350.0,3,1,151036,2552,2168,15698,"[2552, 2168]"
332,288.0,5,1,153896,4184,1432,15736,"[4184, 1432]"
333,245.0,2,0,150847,2376,3960,15772,"[2376, 3960]"
334,950.0,3,0,152036,2392,2336,15873,"[2392, 2336]"
335,348.99,4,1,149542,2616,2088,15930,"[2616, 2088]"
336,138.0,2,0,154796,2184,3656,15942,"[2184, 3656]"
337,147.0,2,0,155379,2184,3656,15942,"[2184, 3656]"
338,1600.0,14,1,149781,3208,4616,15958,"[3208, 4616]"
339,260.0,2,1,149423,2224,3764,16062,"[2224, 3764]"
340,169.0,5,0,149557,3920,1464,16103,"[3920, 1464]"
341,1640.0,5,2,153911,4144,1392,16129,"[4144, 1392]"
342,190.0,2,0,149589,2168,3656,16151,"[2168, 3656]"
343,299.0,15,1,155241,2732,4352,16252,"[2732, 4352]"
344,140.0,2,0,155943,2328,3960,16311,"[2328, 3960]"
345,2100.0,5,2,149486,3328,1600,16333,"[3328, 1600]"
346,145.0,3,0,155342,2488,2176,16376,"[2488, 2176]"
347,300.0,4,1,150014,2568,2088,16412,"[2568, 2088]"
348,149.0,2,0,155722,2488,4168,16513,"[2488, 4168]"
349,499.0,17,1,149178,2040,3376,16591,"[2040, 3376]"
350,149.0,2,0,151745,2460,4152,16618,"[2460, 4152]"
351,1444.0,14,2,156853,3980,4884,16659,"[3980, 4884]"
352,1640.0,5,2,153748,3944,1392,16723,"[3944, 1392]"
353,550.0,3,0,155470,2284,2368,16762,"[2284, 2368]"
354,399.0,2,1,149954,2164,3784,16820,"[2164, 3784]"
355,295.0,15,1,152556,3128,4640,16843,"[3128, 4640]"
356,300.0,15,1,155854,2792,4452,16894,"[2792, 4452]"
357,140.0,2,0,155944,2264,3960,16935,"[2264, 3960]"
358,598.0,2,1,152918,2200,3888,17065,"[2200, 3888]"
359,155.0,5,0,152732,3168,1648,17068,"[3168, 1648]"
360,149.0,2,0,154493,2248,3960,17096,"[2248, 3960]"
361,500.0,3,0,150675,2392,2192,17100,"[2392, 2192]"
362,750.0,17,0,149143,2024,3560,17285,"[2024, 3560]"
363,330.0,3,1,152159,2160,2456,17323,"[2160, 2456]"
364,327.0,5,1,150685,4184,1336,17338,"[4184, 1336]"
365,300.0,14,1,154147,3232,4736,17483,"[3232, 4736]"
366,1465.0,5,2,156065,4104,1312,17506,"[4104, 1312]"
367,144.0,5,0,157173,3168,1616,17509,"[3168, 1616]"
368,164.0,3,0,151312,2344,2192,17527,"[2344, 2192]"
369,320.0,5,1,152099,3184,1600,17540,"[3184, 1600]"
370,299.9,3,1,152608,2248,2296,17545,"[2248, 2296]"
371,140.0,2,0,155945,2200,3960,17558,"[2200, 3960]"
372,350.0,15,1,149610,2568,4352,17594,"[2568, 4352]"
373,1620.0,5,2,154206,4024,1312,17701,"[4024, 1312]"
374,180.0,14,0,149811,4216,5016,17729,"[4216, 5016]"
375,150.0,5,0,154434,3656,1424,17734,"[3656, 1424]"
376,2055.0,4,2,149472,2768,1776,17794,"[2768, 1776]"
377,189.0,18,0,150104,2016,2660,17796,"[2016, 2660]"
378,500.0,18,1,149403,1920,2984,17811,"[1920, 2984]"
379,1650.0,5,2,152414,3944,1312,17924,"[3944, 1312]"
380,159.0,18,0,150811,1888,3152,18052,"[1888, 3152]"
381,1035.0,17,1,154220,2036,3776,18064,"[2036, 3776]"
382,180.0,17,0,149878,2024,3760,18132,"[2024, 3760]"
383,180.0,3,0,149716,2140,2368,18148,"[2140, 2368]"
384,450.0,18,1,149483,1888,2984,18149,"[1888, 2984]"
385,139.0,14,0,156027,4216,5044,18175,"[4216, 5044]"
386,500.0,5,0,152324,3368,1480,18271,"[3368, 1480]"
387,420.0,18,0,151793,1920,2784,18347,"[1920, 2784]"
388,450.0,5,0,151711,3352,1480,18364,"[3352, 1480]"
389,299.0,18,0,154381,1896,2864,18386,"[1896, 2864]"
390,296.0,14,1,154146,3280,4824,18454,"[3280, 4824]"
391,250.0,18,0,154382,1920,2736,18538,"[1920, 2736]"
392,250.0,18,0,154377,1920,2720,18586,"[1920, 2720]"
393,398.0,17,1,150326,1936,3660,18597,"[1936, 3660]"
394,154.0,18,0,154053,1880,2848,18606,"[1880, 2848]"
395,144.0,15,0,155848,2312,4224,18643,"[2312, 4224]"
396,134.0,5,0,153759,3952,1296,18686,"[3952, 1296]"
397,296.0,17,1,151760,1912,3624,18731,"[1912, 3624]"
398,139.0,5,0,154765,3920,1296,18789,"[3920, 1296]"
399,400.0,18,0,151794,1920,2670,18814,"[1920, 2670]"
400,449.0,18,0,152188,1920,2670,18814,"[1920, 2670]"
401,348.0,15,1,150676,3008,4736,18919,"[3008, 4736]"
402,275.0,18,0,154378,1896,2688,19015,"[1896, 2688]"
403,142.0,17,0,156642,2024,3904,19045,"[2024, 3904]"
404,290.0,17,1,152741,2036,3940,19144,"[2036, 3940]"
405,338.0,15,1,150672,2960,4736,19287,"[2960, 4736]"
406,297.0,17,1,150898,1776,3208,19391,"[1776, 3208]"
407,599.0,18,0,149194,1776,3152,19427,"[1776, 3152]"
408,2200.0,4,2,150755,2684,1700,19448,"[2684, 1700]"
409,175.0,18,0,150272,1932,2520,19481,"[1932, 2520]"
410,138.0,4,0,154795,2324,2008,19516,"[2324, 2008]"
411,579.0,17,0,152176,1760,3216,19603,"[1760, 3216]"
412,450.0,17,1,155235,1752,3192,19653,"[1752, 3192]"
413,670.0,4,0,154089,3128,1480,19727,"[3128, 1480]"
414,144.0,15,0,155849,2200,4224,19765,"[2200, 4224]"
415,1450.0,5,2,157209,3256,1392,19796,"[3256, 1392]"
416,150.0,15,0,155629,2872,4736,19881,"[2872, 4736]"
417,160.0,15,0,150876,2376,4416,20011,"[2376, 4416]"
418,165.0,4,0,150798,2196,2072,20105,"[2196, 2072]"
